Label_Value,Code
Cooking (Apples),1753017
Maple products,1736190
Odobenus,1043881
Sulfamoxole,1743469
Hydrocynus,964892
Meat substitutes,1013338
Communication--Sex differences,870007
Multipotent stem cells,1763305
Blood cells,834680
Hematopoietic system,954937
Bone marrow cells,835958
Natural resources--Law and legislation,1034431
Bicellariellidae,831422
Megacalanidae,1015517
Reform Judaism,1092545
Plant cell walls,1065315
Piling (Civil engineering),1064079
Wood poles,1179314
Sympathetic nervous system--Surgery,1140832
Baseball injuries,828001
Zerene fritillary,1184282
Lock picking--Equipment and supplies,1001679
Lezgians,997053
Love in art,1002807
Gardens in art,937931
Entomobryidae,912730
Huastec art,962647
Raccoon,1395588
Automobiles--Bodies,823273
Pre-exposure prophylaxis,1983302
Tenofovir,2021175
Asphalt emulsion mixtures,818866
Canned pork,845811
International relations specialists,977109
Women scholars,1178489
"Photography, Erotic",1061983
Gonatidae,1740040
Squids,1131136
Coenonympha,1748623
Indian educators,969108
Dakhini wit and humor,887106
Joint custody of children,983860
Parenting,1053407
"Air, Rarefied",802723
Reflection (Optics),1092485
Drying agents,899173
Dreissenidae,897962
Insulating paper,974461
Anthelmintics,810093
Mycobacterial diseases in animals,1031295
Lilies,998776
Children of prisoners,855496
Ancestral Pueblo culture,1909213
"Part songs, Sacred",1053966
Sternum,1133250
Chest,853827
Christianity--Origin,859622
Anemia (Plant),808625
Schizaeaceae,1106739
Genetic transformation,940104
Georgian wit and humor,941101
Clasps,863411
Pakicetus,1051205
Pakicetidae,1202148
Poor women,1071229
Volunteer workers in medical care,1169090
Nonfermented soyfoods industry,1038670
Soyfoods industry,1127587
Eastern question (Central Asia),901181
Managerial accounting,1007320
Objections (Evidence),1042810
Bugis poetry,840516
Hymenocallis,965453
Parasitic ants,1053149
Parasitic insects,1053170
Urticales,1163054
Domestic relations--Criminal provisions,896649
Sandworts,1431297
Betta,830969
Belontiidae,830208
Cephalorhynchus,850902
Harpia,951644
Coherent radar,866582
Apma literature,1741935
Pediatric radiology,1056478
Haitian fiction,950463
Viola and piano music,1167140
Hispanic American poetry (Spanish),957436
Daedalea,886708
Food service,931080
Cooling,878073
Heat--Radiation and absorption,953810
Nylon,1042434
Baked products industry,825590
Spirobolidae,1741487
Sea hares (Mollusks),1110025
Aeronautics--Safety appliances,798381
Kidney glomerulus,987366
Kidney function tests,987364
Musical intervals and scales,1030765
Dicerorhinus,892803
"Voyages, Imaginary",1169333
Nandi language,1032590
Polar ionosphere,1068265
Magnetosphere,1005892
Organostrontium compounds,1743940
Osteoporosis drugs,1743941
Sirens (Mythology),1119705
Nerve tissue proteins,1036055
Lipoproteins,999403
Artificial arms,817203
Blood coagulation disorders in children,834702
Bari language (Nilotic),1774908
Volunteer workers in horticulture,1169078
Phase-locked loops,1060416
Tamazight poetry,1142403
Lesothan literature (English),1731055
"Bills, Legislative",831831
Portuguese drama,1072430
Accessory apartments,795254
Ideal spaces,966831
Marketing literature,1010279
Management literature,1007300
Aminobutyric acid,807656
Butyric acid,843174
Expectorants,918341
Respiratory agents,1095721
Technological forecasting,1144998
Artocarpus,817719
Lezgian poetry,997050
Heteropogon,955766
Soil biochemistry,1124264
Automobiles--Registration and transfer,823814
Nineteen nineties,1037803
Horses--Diseases,960626
Dynamine,900314
Sundanese wit and humor,1138618
Waste disposal in the ground,1170965
"Women authors, Canadian",1177235
Piggyback aircraft,1063983
"Rosales, Fossil",1100465
"Littorinimorpha, Fossil",2000503
Dielectric devices,893107
Dimorphism (Plants),893889
"Plants, Sex in",1066242
Hamamelidaceae,950748
Men's underwear,1742313
Lembadion,996090
Lady palms,990705
Islamic hymns,979947
Shipbuilding--Materials,1116247
Ciliata,861424
Sequoia (Genus),1112901
Gorilla (Genus),1909622
Spirochaetaceae,1130213
Wound healing,1181480
Lycoperdaceae,1004200
Mugil,1028693
Metallurgical analysis,1017939
Cardiopulmonary system,847139
Gong,944838
Frozen beans,935425
Fava bean,922010
Creasing of textiles,882374
Incompleteness theorems,968811
"Cytheridae, Fossil",886228
Komi-Permyak literature,988407
Bessel functions,830862
Tissue extracts,1151486
Solution mining,1125642
Borehole mining,836626
Male sexual abuse victims,1006664
Environmental impact charges,913081
Neuroses--Diagnosis,1036530
Sound--Transmission,1126989
Dihydropyridine,893778
Reinforcing bars,1093515
Reinforced concrete,1093437
Vector spaces,1164670
DNA replication,886601
DNA--Synthesis,886578
Human chromosomes,962918
Delphacidae,889982
Derelicts,891017
Sacrococcygeal region,1103271
Golf courses--Employees,944731
Morisyen poetry,1012552
OSI (Computer network standard),1042606
Perognathus,1058286
Pocket mice,1067608
Mithraism,1024010
Biological transport,832345
International criminal law,1784719
Galax,1741011
Tax deductions,1143744
Marketing--Awards,1010172
Communication in police administration,870242
Woody plants--Anatomy,1179968
Nonjurors,1038778
Jacobites,981046
Moellerina,1024526
"Charophyta, Fossil",852507
Architectural rendering,813321
Artists--Psychology,817612
Art--Psychology,815321
Magnetic instruments,1005721
Geriatric pharmacology,941246
Lampridae,991164
Lampriformes,991165
Gaging,937038
Apabhraṃśa poetry,811049
Fermented milk,922992
Cultured milk,885120
Dreams in the Bible,897913
Visions in the Bible,1167916
Volleyball,1168896
Water quality--Physiological effect,1171870
Subsidies,1136736
Rural tourism,1747245
Rural industries,1101705
Caddoan Indians,843744
Affidavits,798876
Photobiology,1061496
Christian saints in art,859513
Odocoileus,1043882
Medical consultants,1013988
Hydrodamalis,964893
Dugongidae,899388
"Psychology, Religious",1081630
Cabala,843481
Community health services--Finance,870981
Micrographics,1019868
Children's clothing industry,855738
Tides,1150792
Rivea,1098265
Convolvulaceae,877313
Triglidae,1156694
Kenkiidae,986770
Endocrine glands--Tumors,909742
Lanthanotidae,992542
Femur--Diseases,922854
Automorphic functions,824130
Knitting machines,988148
Physical therapy for children,1062810
Transportation agencies,1155243
State governments,1131814
Industrial organization,971405
Inventors,978052
Fungal enzymes,936278
Berryteuthis,1740041
Pandalus,1052011
Electric motors--Windings,905280
Torres Strait Islanders--Land tenure,1152838
Pseudocalanidae,1080828
Zebras,1184160
Gentians,940284
Chess problems,853816
Multimedia library services,1028919
Ancestral Pueblo culture--Dwellings,1909214
Lord's Supper--Communion in both elements,1002542
"Part songs, Spanish",1053967
Pelvis--Surgery,1056751
Horseshoe bats,960726
White nationalism,1895876
Metasequoia,1018324
Sambalpuri literature,1104533
Certificates of deposit,851469
Intonation (Musical pitch),977730
Erotylidae,915020
Infinite groups,972424
Deformations (Mechanics),889780
Philippine literature (English),1060644
Dough--Testing--Equipment and supplies,897145
Nonferrous alloys,1038671
Astrometry--Data processing,819491
Vulvovaginitis,1169380
Whaling,1174284
Ossetic literature,1048743
Confidential communications--Physicians,874720
"Folk songs, Bengali",929788
Papilio,1052715
Faience,919827
Melanthiaceae,1742665
Phacidiales,1060008
Bulgarian periodicals,841355
Public servitudes,1083044
Estonian literature,915595
Breastfeeding promotion,1429965
Wagons,1169896
Philanthus,1060601
Cephalosporins,850903
Acleris,795855
Magnetohydrodynamics,1005872
South African fiction,1127178
Hebrew fiction,954183
Medical care--Utilization,1013881
Lagostrophus,1743217
Mineral oils,1022355
Teacher mobility,1144213
Point-of-sale systems,1068113
Wyethia,1739875
Object (Aesthetics),1042785
Physical education teachers,1062545
Kidney glomerulus--Diseases,987367
Immune complex diseases,967862
Nucleoproteins,1041095
"Dicerorhinus, Fossil",892805
Kiranti (Asian people),987847
Medical radiology--Instruments,1088288
Chromolaena,860047
Conveyancing,877268
Public relations,1082892
Horticulturists,960838
Rajasthani drama,1089606
Buddhist laymen--Discipline,840183
Buddhism--Discipline,840038
Buddhist precepts,840271
Intestines--Examination,977681
Personalism,1058664
Animism,809637
Positivism,1072655
Monism,1025462
Mesonychia,1017355
Deoxy sugars,890774
Uzbek poetry,1163438
Technical illustration,1144898
"Dental care, Cost of",890418
"Dentists--Salaries, etc.",890737
Presumptions (Jewish law),1076084
Possession (Jewish law),1072680
Late-term abortion,992951
Abortion,794582
Spider monkeys,1129739
Salvadoran prose literature,1104386
Purine nucleotides,1084342
Veterinary vaccines,1166111
Electric contacts,904606
Sundathelphusidae,1138619
Machine-shop practice--Data processing,1004864
Cell transformation,850239
Public baths,1082075
Dune buggies,899476
Dining room furniture,893924
"Altarpieces, Portuguese",806081
Niobium alloys,1037871
Discorbidae,894902
Moving average,2000658
Noetherian rings,1038341
Emotional intelligence,908802
Plant conservation,1065351
Euplotes,916555
Vespula,1165679
Language acquisition--Testing,992134
Spirochaetosis,1130214
"Algebra, Homological",804927
Dakota women,887168
Pteridines,1081875
Folic acid--Antagonists,928573
Sculpture--Expertising,1109493
DDT (Insecticide)--Physiological effect,886513
Lichomolgidae,998110
Refuse collectors,1093000
Refuse and refuse disposal--Employees,1092911
"Journalism, Anarchist",984117
Nonparametric statistics,1038853
Liver flukes,1000706
Liver--Parasites,1000678
Valeriana,1198524
Fasting,921717
Operating systems (Computers),1046280
Phenomenological psychology,1060515
Existential psychology,918200
Photopolymerization,1062090
Additive manufacturing,2015088
Tetrazine,1148453
X-ray crystallography--Technique,1181825
Kok Borok literature,988304
Mediators (Persons),1737677
Agglutinins,800229
Reinhardtius,1093526
Radar--Simulation methods,1086753
Mauritian poetry (English),1012551
Neurotransmitter uptake inhibitors,1036565
Library materials--Conservation and restoration,997803
Election officials,904318
Communication--Research,870003
Cross-cultural studies,884159
Cultural psychiatry,885048
Mining machinery industry,1022997
Diapensiaceae,1741012
Weapons,1173008
Physical optics,1062718
Bear trade,829267
Percival airplanes,1894930
Government purchasing,945538
Bass guitarists,828456
Women guitarists,1941540
Sones,1126053
Brasswork,838058
Unified field theories,1161331
Supersymmetry,1139038
Supergravity,1138881
Ipecac (Drug),978732
Emetics,908682
"Panel painting, Portuguese--Expertising",1052075
Crayons,882333
Drawing materials,897771
Herpetology--Technique,1201865
Fairs,919892
Pulmonary hypertension,1083840
Pulmonary circulation,1083819
"Hydrodamalis, Fossil",964894
"Dugongidae, Fossil",899389
Textured yarn,1148989
Notornis,1039641
Conservation plants,875570
Gaelic games,937012
Fishes--Fertility,926480
Bounty hunters,837143
Criminal justice personnel,883236
Mysidacea,1031575
Antinomianism,810617
Arminianism,814830
Quilted goods,1085784
Foresters,932562
Education--Graphic methods,902668
Trichosanthes,1156614
Mesoplodon,1017361
Taxicab drivers,1144026
Bodo languages,835309
Range cookers,1748678
Tewa literature,1148495
"Dreissenidae, Fossil",897963
Zebrina,1184161
Bank loans--Data processing,826707
Festival-day sermons,923325
Political conventions,1069234
War crimes,1170465
ANF-Mureaux aircraft,1909217
"Orthodontics, Corrective",1048477
Sugarcane--Diseases and pests,1137488
Xanthomonas diseases,1181933
Wedding attendants,1173306
Intractable pain,977763
Psocoptera,1080954
Children's poetry,856335
Stringed instruments--Tuning,1135432
Erpobdellidae,915022
Motors,1028189
Narrative painting,1032953
Ukrainians--Monuments,1160582
Azotobacteraceae,824686
Children's libraries,855781
Antibiotics--Physiological effect,810431
Clostridium,864640
Bacillaceae,825049
Gwich'in Indians,949556
Hymenocephalus,965455
Accordionists,795340
African Americans--Languages,799631
Albanian poetry,804149
Public shelters,1083045
Flanges,927028
Mallomonadaceae,1006758
"Goddesses, Greek",944198
Digital libraries--Management,1767163
Daphnes,1430159
African American women,799438
Sparkling wines,1128729
"Astrology, American",819450
Cheerleaders,1981902
Jewish theater,983041
Apnea,811384
Cavalry,849860
Micranthes,1940103
Network publishing (Computer networks),1036232
Ionosphere,978677
"Iranian languages, Middle",978807
Patterned ground,1055273
"Philosophy, Argentine",1060876
Five Sacred Wounds,926876
Intestines--Surgery,977697
Hinduism and state,957172
Euthanasia,916915
Birth size,833261
Fetus--Growth,923451
Airplanes--Nationality,803367
Mesonychidae,1017356
Diphenylamine,894137
Packing for shipment,1050238
Reactance (Electricity),1090506
Toraja literature,1152732
Chlorofluorocarbons,858164
Methyl ether,1018746
Women rock musicians,1178475
Dynamis,900316
Stables--Employees,1131249
Sterculia,1133127
Railroads--Right of way--Multiple use,1089151
Petrographic microscope,1059257
Willow ptarmigan,1175498
Confirmation,874742
Canyons,846173
Polyketones,1940980
Aliphatic compounds,805353
Guitar makers,949190
Stringed instrument makers,1135420
Business education,842480
Safety signs,1103402
Extinction (Biology),918969
Presentation pieces (Gifts),1910067
Language and culture,992135
Uma,1160771
Assemblage (Art),818997
MCPA (Herbicide)--Physiological effect,1004509
Coenagrionidae,866282
Armies--Insignia,814808
Alternative medicine specialists,806173
Bundeli fiction,1982877
Bundeli literature,841598
Charrua Indians,852515
Paranthrene,1053044
International economic relations,976891
Salivary glands--Diseases,1104058
Rheumatoid arthritis,1097027
"Journalism, College",984118
"Journalism, School",984175
Lesbians--Abuse of,1765438
Same-sex partner abuse,1737163
Komi-Permyak poetry,988409
Petroleum engineering,1059492
Spine--Wounds and injuries,1129951
Whirlwinds,1174570
Dorudon,1202145
Natural products,1034390
Air jets,802398
Car trucks (Railroads),846646
Flock,927437
Rags,1088524
DNA topoisomerases,886607
Sperm donors,1895497
Handles,951028
Scythes,1109951
Backache,825091
Somniosus,1125779
Temu,1147521
Side-blotched lizards,1118137
Discrete mathematics,2009030
Radioisotopes--Therapeutic use,1088182
Tarahumara fiction,1763798
Escapes,915129
Hydrogen masers,965047
Indians--Finance,969338
Melt spinning,1015821
Diapensiales,892618
Pollution--Research,1070155
Education--Philosophy,902721
Lampris,991166
Wind power,1175627
Income distribution,968670
Percussion controller (Musical instrument),1057722
Automobile industry and trade,822961
